Country,Data source,Sector,Gas,Unit,2019,2018,2017,2016,2015,2014,2013,2012,2011
Chad,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,1.97,2.07,1.9,2.22,2.32,1.7,1.69,1.67,1.74
Angola,Climate Watch,Bunker Fuels,CO2,MtCO₂e,1.96,1.98,2.02,2.02,2.56,2.49,1.91,2.16,1.38
Tajikistan,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1.96,1.91,1.53,0.94,0.06,0.05,0.07,0.1,0.0
Estonia,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,1.95,1.95,1.93,1.94,-6.15,-6.15,-6.15,-6.15,-6.16
France,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,1.95,1.91,1.97,2.0,1.85,1.73,2.06,2.04,2.0
Angola,Climate Watch,Industrial Processes,CO2,MtCO₂e,1.94,1.94,0.18,1.74,2.03,1.98,1.56,1.15,0.76
Kazakhstan,Climate Watch,Bunker Fuels,CO2,MtCO₂e,1.94,1.92,1.52,1.42,1.26,0.69,0.5,0.61,0.55
Ethiopia,Climate Watch,Energy,N2O,MtCO₂e,1.93,1.87,1.83,1.78,1.72,1.68,1.62,1.57,1.53
Sri Lanka,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,1.91,1.91,1.91,1.92,0.61,0.62,0.63,0.64,0.65
Malaysia,Climate Watch,Energy,N2O,MtCO₂e,1.91,1.85,1.81,1.81,1.75,1.75,1.63,1.32,1.27
Hungary,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,1.89,1.89,1.9,1.9,1.34,1.34,1.34,1.34,1.34
Ireland,Climate Watch,Industrial Processes,CO2,MtCO₂e,1.89,1.92,1.84,1.79,1.65,1.46,1.11,1.18,0.97
Tajikistan,Climate Watch,Agriculture,N2O,MtCO₂e,1.89,1.86,1.85,1.82,1.83,1.74,1.69,1.6,1.5
Republic of Congo,Climate Watch,Agriculture,N2O,MtCO₂e,1.88,1.91,1.86,1.88,1.85,1.66,1.88,1.8,1.86
Tajikistan,Climate Watch,Industrial Processes,CO2,MtCO₂e,1.88,1.88,1.52,0.67,0.69,0.56,0.19,0.12,0.15
Panama,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1.87,1.86,1.85,1.97,2.27,2.5,2.49,2.52,2.02
Slovenia,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1.87,1.87,1.73,1.62,1.59,1.63,1.62,1.62,1.69
Tajikistan,Climate Watch,Electricity/Heat,CO2,MtCO₂e,1.86,1.49,0.97,0.53,0.29,0.22,0.07,0.05,0.04
Albania,Climate Watch,Agriculture,CH4,MtCO₂e,1.85,2.01,2.05,2.1,2.11,2.1,2.07,2.07,2.03
Mozambique,Climate Watch,Electricity/Heat,CO2,MtCO₂e,1.85,1.73,1.93,1.79,0.78,0.28,0.25,0.19,0.18
Malaysia,Climate Watch,Land-Use Change and Forestry,CH4,MtCO₂e,1.85,1.46,0.06,2.13,1.91,5.53,1.62,1.36,2.09
Latvia,Climate Watch,Electricity/Heat,CO2,MtCO₂e,1.84,1.96,1.57,1.88,1.86,1.79,2.08,1.98,2.18
Bangladesh,Climate Watch,Bunker Fuels,CO2,MtCO₂e,1.82,1.72,1.59,1.46,1.41,1.34,1.31,1.27,1.33
Cyprus,Climate Watch,Bunker Fuels,CO2,MtCO₂e,1.81,1.83,1.75,1.74,1.51,1.46,1.5,1.46,1.56
Japan,Climate Watch,Electricity/Heat,N2O,MtCO₂e,1.81,1.82,1.86,1.8,1.83,1.84,1.91,1.82,1.69
Cameroon,Climate Watch,Fugitive Emissions,CO2,MtCO₂e,1.8,1.83,1.8,1.89,1.87,1.55,1.43,1.33,1.45
European Union (27),Climate Watch,Electricity/Heat,CH4,MtCO₂e,1.8,1.78,1.81,1.78,1.74,1.71,1.71,1.72,1.62
Jordan,Climate Watch,Industrial Processes,CO2,MtCO₂e,1.79,1.79,1.77,1.68,1.57,1.54,1.46,1.41,1.0
Luxembourg,Climate Watch,Bunker Fuels,CO2,MtCO₂e,1.79,1.84,1.71,1.52,1.37,1.21,1.12,1.11,1.2
Russia,Climate Watch,Electricity/Heat,N2O,MtCO₂e,1.79,1.82,1.65,1.68,1.78,1.73,1.92,2.04,1.99
Argentina,Climate Watch,Fugitive Emissions,CO2,MtCO₂e,1.78,1.33,0.97,1.06,1.23,1.4,1.3,1.14,0.88
Guinea,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1.78,1.69,1.13,0.95,0.95,0.78,0.92,1.19,1.45
Israel,Climate Watch,Industrial Processes,CO2,MtCO₂e,1.78,1.78,1.98,1.98,2.23,2.29,2.17,2.25,2.25
Austria,Climate Watch,Industrial Processes,CO2,MtCO₂e,1.77,1.83,1.71,1.73,1.7,1.64,1.66,1.67,1.67
Brazil,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,1.77,1.79,1.96,1.94,1.87,1.91,1.95,1.97,1.94
European Union (27),Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,1.77,1.77,1.74,1.74,1.7,1.65,1.66,1.64,1.71
Guatemala,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1.77,1.94,1.95,2.04,1.98,1.82,1.72,1.67,1.68
Jamaica,Climate Watch,Bunker Fuels,CO2,MtCO₂e,1.77,1.55,1.69,1.53,1.48,1.24,1.25,0.7,0.89
Kyrgyzstan,Climate Watch,Agriculture,N2O,MtCO₂e,1.77,1.79,1.65,1.65,1.62,1.7,1.64,1.57,1.52
Papua New Guinea,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1.77,1.77,1.78,1.75,1.45,1.34,1.29,1.21,1.46
Rwanda,Climate Watch,Agriculture,CH4,MtCO₂e,1.77,1.75,1.69,1.69,1.82,1.57,1.58,1.57,1.59
Tanzania,Climate Watch,Industrial Processes,CO2,MtCO₂e,1.75,1.75,1.63,1.58,1.22,1.09,0.91,0.99,0.92
Latvia,Climate Watch,Agriculture,N2O,MtCO₂e,1.74,1.66,1.74,1.76,1.77,1.7,1.66,1.63,1.57
Switzerland,Climate Watch,Industrial Processes,CO2,MtCO₂e,1.73,1.74,1.76,1.77,1.72,1.88,1.83,1.81,1.93
Poland,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,1.73,1.68,1.69,1.66,1.62,1.58,1.61,1.59,1.53
Paraguay,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1.73,1.61,1.49,1.38,1.26,1.14,1.03,0.91,0.79
Tunisia,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,1.72,1.79,1.76,1.93,2.1,2.38,2.41,2.55,2.38
Brazil,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,1.7,1.69,1.77,1.73,1.74,1.8,1.85,1.93,1.94
South Sudan,Climate Watch,Energy,CO2,MtCO₂e,1.7,1.55,1.52,1.73,1.97,1.53,1.45,1.42,1.28
Slovakia,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,1.7,1.69,1.68,1.67,1.58,1.45,1.64,1.48,1.94
Bulgaria,Climate Watch,Agriculture,CH4,MtCO₂e,1.69,1.76,1.84,1.84,1.86,1.9,1.79,1.9,1.9
Libya,Climate Watch,Agriculture,CH4,MtCO₂e,1.69,1.67,1.65,1.63,1.58,1.59,1.6,1.58,1.58
Rwanda,Climate Watch,Agriculture,N2O,MtCO₂e,1.69,1.69,1.74,1.72,1.8,1.54,1.57,1.53,1.47
Senegal,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1.69,1.56,1.43,1.29,1.16,1.05,0.93,0.82,0.71
Switzerland,Climate Watch,Agriculture,N2O,MtCO₂e,1.67,1.66,1.7,1.71,1.71,1.73,1.72,1.67,1.73
World,Climate Watch,Bunker Fuels,CH4,MtCO₂e,1.67,1.71,1.7,1.64,1.6,1.53,1.48,1.48,1.59
Bahrain,Climate Watch,Bunker Fuels,CO2,MtCO₂e,1.66,1.59,1.51,1.45,1.46,1.33,1.34,1.82,1.93
Switzerland,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1.66,1.62,1.57,1.53,1.6,1.6,1.58,1.54,1.48
Guatemala,Climate Watch,Bunker Fuels,CO2,MtCO₂e,1.66,1.63,1.62,1.47,1.45,1.29,1.15,1.03,1.06
Jordan,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1.66,1.62,1.64,2.16,1.84,2.36,1.9,2.18,2.08
Malta,Climate Watch,Energy,CO2,MtCO₂e,1.66,1.55,1.52,1.35,1.66,2.36,2.37,2.72,2.57
Ecuador,Climate Watch,Fugitive Emissions,CO2,MtCO₂e,1.65,1.62,1.92,2.07,1.9,1.8,1.42,1.44,2.8
Rwanda,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,1.65,1.65,1.67,1.68,1.78,1.78,1.78,1.78,1.78
Botswana,Climate Watch,Agriculture,CH4,MtCO₂e,1.64,2.42,3.48,2.1,2.53,2.78,4.27,4.84,10.8
Iceland,Climate Watch,Energy,CO2,MtCO₂e,1.64,1.7,1.67,1.63,2.06,2.05,2.03,1.86,1.87
Lithuania,Climate Watch,Agriculture,CH4,MtCO₂e,1.64,1.71,1.84,1.92,1.97,1.93,1.98,2.05,2.1
Kuwait,Climate Watch,Fugitive Emissions,CO2,MtCO₂e,1.63,1.63,1.53,2.24,1.76,2.72,2.49,2.17,2.52
Burundi,Climate Watch,Agriculture,N2O,MtCO₂e,1.62,1.76,1.71,1.51,1.37,1.4,1.4,1.26,1.23
Eritrea,Climate Watch,Agriculture,N2O,MtCO₂e,1.62,1.62,1.6,1.6,1.58,1.57,1.57,1.55,1.55
Guyana,Climate Watch,Agriculture,CH4,MtCO₂e,1.61,1.34,1.38,1.23,1.54,1.48,1.34,1.2,1.17
Mauritania,Climate Watch,Electricity/Heat,CO2,MtCO₂e,1.61,1.49,1.4,1.1,1.53,1.0,0.86,0.91,0.84
Costa Rica,Climate Watch,Agriculture,N2O,MtCO₂e,1.6,1.59,1.54,1.59,1.45,1.4,1.48,1.45,1.51
New Zealand,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1.6,1.55,1.5,1.45,1.63,1.51,1.49,1.44,1.42
El Salvador,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1.6,1.41,1.28,1.19,0.95,1.05,0.85,1.3,1.04
Myanmar,Climate Watch,Industrial Processes,CO2,MtCO₂e,1.59,1.59,2.09,0.96,0.38,0.5,0.43,0.35,0.2
Romania,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1.59,1.71,1.83,1.95,1.7,1.43,1.36,1.26,1.16
Fiji,Climate Watch,Energy,CO2,MtCO₂e,1.58,1.57,1.6,1.44,1.31,1.22,1.06,0.97,1.05
Georgia,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1.58,1.79,1.7,1.55,1.64,1.62,1.72,1.08,1.03
Kuwait,Climate Watch,Industrial Processes,CO2,MtCO₂e,1.57,1.57,1.54,1.57,1.08,0.98,1.05,0.83,0.8
Syria,Climate Watch,Fugitive Emissions,CO2,MtCO₂e,1.57,1.16,2.01,0.93,0.88,0.66,0.72,1.2,1.43
Togo,Climate Watch,Agriculture,N2O,MtCO₂e,1.57,1.51,1.53,1.54,1.57,1.35,1.46,1.3,1.49
India,Climate Watch,Land-Use Change and Forestry,N2O,MtCO₂e,1.56,3.08,3.74,2.3,1.75,2.29,2.78,4.88,2.06
Sri Lanka,Climate Watch,Agriculture,N2O,MtCO₂e,1.56,1.37,1.49,1.67,2.38,2.3,1.79,2.0,2.26
Sudan,Climate Watch,Industrial Processes,CO2,MtCO₂e,1.56,1.56,1.56,1.56,1.44,1.35,1.38,1.34,1.15
Ghana,Climate Watch,Industrial Processes,CO2,MtCO₂e,1.55,1.55,1.47,1.55,1.48,1.74,1.75,1.76,0.96
Sri Lanka,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1.54,1.34,1.14,0.95,0.75,0.67,0.58,0.5,0.42
Laos,Climate Watch,Industrial Processes,CO2,MtCO₂e,1.53,1.53,1.5,1.3,1.18,0.84,0.82,0.57,0.49
Montenegro,Climate Watch,Electricity/Heat,CO2,MtCO₂e,1.53,1.48,1.29,1.25,1.55,1.49,1.53,1.58,1.77
Gabon,Climate Watch,Electricity/Heat,CO2,MtCO₂e,1.52,1.56,1.6,1.01,0.92,0.86,0.83,0.91,0.89
Togo,Climate Watch,Agriculture,CH4,MtCO₂e,1.52,1.46,1.48,1.44,1.58,1.39,1.47,1.34,1.41
Zambia,Climate Watch,Energy,CH4,MtCO₂e,1.52,1.49,1.46,1.44,1.41,1.37,1.34,1.31,1.28
Angola,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1.51,1.35,1.36,2.48,2.2,1.48,1.62,2.22,2.42
Algeria,Climate Watch,Bunker Fuels,CO2,MtCO₂e,1.51,2.07,2.07,2.09,2.39,2.29,2.45,2.24,2.25
Japan,Climate Watch,Fugitive Emissions,N2O,MtCO₂e,1.51,1.51,1.51,1.51,1.51,1.43,1.54,1.53,1.52
Tunisia,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1.51,1.38,1.25,1.12,0.99,0.89,0.79,0.7,0.6
European Union (27),Climate Watch,Industrial Processes,CH4,MtCO₂e,1.5,1.5,1.5,1.5,1.48,1.5,1.43,1.47,1.51
Hungary,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1.5,1.62,1.74,1.86,2.48,2.22,1.46,1.36,1.5
Togo,Climate Watch,Energy,CO2,MtCO₂e,1.5,1.44,1.25,1.49,1.01,1.15,1.28,1.63,1.89
Guinea-Bissau,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49
Kazakhstan,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1.49,1.42,1.35,1.28,1.26,1.2,1.31,1.3,1.31
Nicaragua,Climate Watch,Electricity/Heat,CO2,MtCO₂e,1.49,1.45,1.49,1.67,1.69,1.54,1.49,1.72,1.91
Republic of Congo,Climate Watch,Agriculture,CH4,MtCO₂e,1.48,1.51,1.46,1.49,1.46,1.28,1.49,1.42,1.5
Guatemala,Climate Watch,Industrial Processes,CO2,MtCO₂e,1.47,1.47,1.43,1.4,1.36,1.36,1.15,1.12,1.11
Madagascar,Climate Watch,Energy,CH4,MtCO₂e,1.47,1.45,1.43,1.38,1.06,1.04,1.02,1.01,0.99
Bangladesh,Climate Watch,Industrial Processes,CO2,MtCO₂e,1.46,1.46,1.42,1.42,1.24,0.75,0.74,0.68,0.7
Dominican Republic,Climate Watch,Bunker Fuels,CO2,MtCO₂e,1.46,1.7,1.68,1.55,1.53,1.45,1.33,1.31,1.32
Guinea,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1.46,1.34,1.23,1.11,1.0,0.9,0.8,0.7,0.6
Mongolia,Climate Watch,Energy,CH4,MtCO₂e,1.46,1.52,1.53,1.59,1.58,1.45,1.33,1.15,1.01
Philippines,Climate Watch,Energy,N2O,MtCO₂e,1.46,1.4,1.36,1.28,1.19,1.09,1.05,0.98,0.93
Bosnia and Herzegovina,Climate Watch,Agriculture,CH4,MtCO₂e,1.45,1.48,1.52,1.54,1.56,1.53,1.55,1.55,1.59
Sudan,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1.45,1.47,1.49,1.59,1.39,1.36,1.3,1.81,1.94
Turkmenistan,Climate Watch,Bunker Fuels,CO2,MtCO₂e,1.45,1.45,1.45,1.45,1.45,1.45,1.4,1.28,1.48
Turkmenistan,Climate Watch,Industrial Processes,CO2,MtCO₂e,1.45,1.45,1.37,1.34,1.26,1.11,1.01,0.89,0.74
Bolivia,Climate Watch,Industrial Processes,CO2,MtCO₂e,1.44,1.44,1.42,1.42,1.37,1.32,1.2,1.06,1.04
Dominican Republic,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1.44,1.34,1.24,1.15,1.05,0.95,0.86,0.77,0.67
Australia,Climate Watch,Industrial Processes,N2O,MtCO₂e,1.43,1.43,1.43,1.43,1.56,1.41,1.49,2.43,2.58
Belarus,Climate Watch,Energy,CH4,MtCO₂e,1.43,1.42,1.4,1.36,1.38,1.45,1.5,1.52,1.52
India,Climate Watch,Land-Use Change and Forestry,CH4,MtCO₂e,1.43,2.83,3.43,2.11,1.61,2.1,2.55,4.48,1.89
Slovakia,Climate Watch,Agriculture,N2O,MtCO₂e,1.43,1.46,1.39,1.5,1.38,1.44,1.34,1.31,1.29
Brunei,Climate Watch,Energy,CH4,MtCO₂e,1.41,1.44,1.46,1.39,1.39,1.49,1.49,1.65,1.69
Botswana,Climate Watch,Agriculture,N2O,MtCO₂e,1.41,2.26,3.41,1.72,2.08,2.39,3.78,4.29,10.59
Canada,Climate Watch,Industrial Processes,N2O,MtCO₂e,1.41,1.38,1.36,1.34,1.37,1.27,1.23,1.32,1.36
Gabon,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1.41,1.3,1.19,1.08,0.97,0.87,0.78,0.68,0.59
Cambodia,Climate Watch,Land-Use Change and Forestry,N2O,MtCO₂e,1.41,1.4,2.06,2.26,2.49,2.23,2.38,2.31,3.01
Bulgaria,Climate Watch,Energy,CH4,MtCO₂e,1.4,1.41,1.42,1.41,1.54,1.45,1.45,1.63,1.76
Bahamas,Climate Watch,Electricity/Heat,CO2,MtCO₂e,1.4,1.38,1.25,1.24,1.26,1.22,1.13,1.72,1.49
Haiti,Climate Watch,Agriculture,N2O,MtCO₂e,1.4,1.4,1.41,1.41,1.37,1.36,1.34,1.32,1.33
Slovakia,Climate Watch,Industrial Processes,CO2,MtCO₂e,1.4,1.35,1.37,1.34,1.31,1.27,1.14,1.1,1.26
Yemen,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1.4,1.08,1.0,0.98,1.23,3.39,3.42,2.27,2.62
Brunei,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,1.39,1.43,1.45,1.37,1.38,1.47,1.48,1.64,1.68
Greece,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,1.39,1.39,1.4,1.4,1.4,1.4,1.4,1.4,1.4
Austria,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1.38,1.51,1.64,1.77,1.76,1.73,1.64,1.62,1.56
Latvia,Climate Watch,Bunker Fuels,CO2,MtCO₂e,1.38,0.58,1.24,1.36,1.12,1.06,1.13,1.11,1.03
North Korea,Climate Watch,Agriculture,N2O,MtCO₂e,1.38,1.31,1.35,1.35,1.35,1.36,1.37,1.4,1.37
El Salvador,Climate Watch,Agriculture,CH4,MtCO₂e,1.38,1.41,1.46,1.52,1.65,1.69,1.47,1.82,1.67
Singapore,Climate Watch,Bunker Fuels,N2O,MtCO₂e,1.37,1.41,1.42,1.36,1.27,1.2,1.2,1.2,1.19
United States,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,1.37,1.4,1.27,1.26,1.27,1.29,1.29,1.28,1.3
Uzbekistan,Climate Watch,Fugitive Emissions,CO2,MtCO₂e,1.37,1.37,1.53,1.9,2.05,2.34,2.66,3.26,3.03
Argentina,Climate Watch,Energy,N2O,MtCO₂e,1.36,1.37,1.37,1.31,1.29,1.23,1.26,1.18,1.16
Armenia,Climate Watch,Electricity/Heat,CO2,MtCO₂e,1.36,1.5,1.26,1.19,1.29,1.15,1.32,1.43,0.95
Honduras,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1.36,1.26,1.17,1.08,0.99,0.9,0.8,0.71,0.62
Malawi,Climate Watch,Energy,CO2,MtCO₂e,1.36,1.29,1.11,0.96,0.82,0.74,0.89,0.86,0.83
Netherlands,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,1.36,1.36,1.36,1.36,1.37,1.37,1.37,1.37,1.37
Vietnam,Climate Watch,Fugitive Emissions,CO2,MtCO₂e,1.36,1.36,1.86,1.78,2.0,2.05,2.05,1.79,1.39
South Africa,Climate Watch,Electricity/Heat,N2O,MtCO₂e,1.36,1.33,1.34,1.37,1.34,1.43,1.38,1.39,1.35
Brazil,Climate Watch,Electricity/Heat,N2O,MtCO₂e,1.35,1.31,1.2,1.19,1.26,1.21,1.12,0.95,0.89
Chile,Climate Watch,Energy,CH4,MtCO₂e,1.35,1.33,1.28,1.26,1.19,1.23,1.84,1.77,1.6
Georgia,Climate Watch,Electricity/Heat,CO2,MtCO₂e,1.35,1.01,1.1,1.06,1.26,1.11,0.98,1.33,1.21
Ghana,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1.35,1.24,1.14,1.04,0.93,0.84,0.76,0.67,0.58
Jordan,Climate Watch,Bunker Fuels,CO2,MtCO₂e,1.35,1.25,1.59,1.29,0.92,1.02,1.13,1.15,1.04
Sweden,Climate Watch,Industrial Processes,CO2,MtCO₂e,1.35,1.61,1.48,1.55,1.54,1.4,1.4,1.48,1.36
Burundi,Climate Watch,Agriculture,CH4,MtCO₂e,1.33,1.59,1.59,1.31,1.14,1.15,1.19,0.99,0.99
Cuba,Climate Watch,Bunker Fuels,CO2,MtCO₂e,1.33,1.44,1.8,1.75,2.31,2.41,2.45,2.64,2.37
Libya,Climate Watch,Agriculture,N2O,MtCO₂e,1.33,1.32,1.31,1.31,1.25,1.29,1.38,1.38,1.37
Côte d'Ivoire,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1.32,1.26,1.56,0.8,1.44,1.33,1.29,1.0,0.91
Croatia,Climate Watch,Agriculture,CH4,MtCO₂e,1.32,1.32,1.42,1.41,1.41,1.45,1.43,1.51,1.5
Peru,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1.32,1.23,1.15,1.06,0.97,0.9,0.83,0.76,0.69
Indonesia,Climate Watch,Land-Use Change and Forestry,N2O,MtCO₂e,1.31,0.25,0.03,0.14,1.92,1.13,0.23,0.49,0.31
Mexico,Climate Watch,Land-Use Change and Forestry,N2O,MtCO₂e,1.31,0.49,1.05,0.66,0.54,0.1,1.2,0.55,1.17
Turkey,Climate Watch,Industrial Processes,N2O,MtCO₂e,1.31,1.28,1.25,1.22,1.45,1.81,1.79,1.78,1.73
Uzbekistan,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1.3,1.25,1.2,1.14,1.09,1.07,1.05,1.02,1.0
Hungary,Climate Watch,Energy,CH4,MtCO₂e,1.29,1.31,1.41,1.42,1.36,1.41,1.49,1.55,1.58
Cambodia,Climate Watch,Land-Use Change and Forestry,CH4,MtCO₂e,1.29,1.28,1.9,2.08,2.28,2.05,2.19,2.12,2.77
United Arab Emirates,Climate Watch,Agriculture,CH4,MtCO₂e,1.28,1.26,1.25,1.22,1.21,1.17,1.08,0.98,0.97
Lithuania,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1.27,1.24,1.16,1.14,1.17,1.3,1.4,1.46,1.36
Mongolia,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,1.27,1.31,1.36,1.4,1.44,1.29,1.14,0.99,0.83
Egypt,Climate Watch,Energy,N2O,MtCO₂e,1.26,1.26,1.26,1.28,1.24,1.19,1.14,1.13,1.05
Panama,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1.26,1.18,1.09,1.01,0.92,0.84,0.75,0.67,0.58
Czech Republic,Climate Watch,Bunker Fuels,CO2,MtCO₂e,1.25,1.22,1.05,0.94,0.88,0.87,0.84,0.87,0.92
Croatia,Climate Watch,Agriculture,N2O,MtCO₂e,1.25,1.29,1.29,1.17,1.22,1.14,1.16,1.35,1.56
Burkina Faso,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1.24,1.14,1.04,0.94,0.85,0.76,0.68,0.6,0.52
Ghana,Climate Watch,Fugitive Emissions,CH4,MtCO₂e,1.24,1.11,1.08,0.63,0.72,0.61,0.54,0.42,0.45
Niger,Climate Watch,Land-Use Change and Forestry,CO2,MtCO₂e,1.24,1.24,1.24,1.24,1.23,1.23,1.23,1.23,1.23
Estonia,Climate Watch,Agriculture,N2O,MtCO₂e,1.23,1.2,1.21,1.18,1.24,1.22,1.18,1.17,1.14
Senegal,Climate Watch,Bunker Fuels,CO2,MtCO₂e,1.23,1.29,0.6,1.11,1.25,0.9,1.0,0.85,0.92
United States,Climate Watch,Electricity/Heat,CH4,MtCO₂e,1.23,1.29,1.26,1.3,1.35,1.4,1.36,1.36,1.35
Germany,Climate Watch,Electricity/Heat,N2O,MtCO₂e,1.22,1.45,1.53,1.63,1.66,1.69,1.74,1.7,1.61
Greece,Climate Watch,Energy,CH4,MtCO₂e,1.22,1.22,1.22,1.21,1.54,1.6,1.69,1.96,1.85
Sierra Leone,Climate Watch,Agriculture,N2O,MtCO₂e,1.22,1.25,1.44,1.54,1.64,1.51,1.4,1.5,1.12
Mexico,Climate Watch,Land-Use Change and Forestry,CH4,MtCO₂e,1.21,0.45,0.96,0.61,0.5,0.09,1.11,0.51,1.07
United States,Climate Watch,Bunker Fuels,N2O,MtCO₂e,1.21,1.13,1.2,1.11,1.02,0.97,0.95,0.96,1.17
Guinea-Bissau,Climate Watch,Agriculture,CH4,MtCO₂e,1.2,1.19,1.14,1.13,1.13,1.06,1.11,1.12,1.02
Rwanda,Climate Watch,Energy,CO2,MtCO₂e,1.19,1.14,1.05,1.04,0.92,0.83,0.78,0.72,0.65
Barbados,Climate Watch,Energy,CO2,MtCO₂e,1.18,1.17,1.11,1.22,1.2,1.2,1.37,2.04,1.67
Germany,Climate Watch,Industrial Processes,N2O,MtCO₂e,1.18,1.15,1.12,1.09,1.16,1.14,1.23,1.2,1.48
Croatia,Climate Watch,Industrial Processes,CO2,MtCO₂e,1.18,1.21,1.29,1.08,1.17,1.23,1.14,1.04,1.09
Madagascar,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1.18,0.49,0.54,0.53,0.62,0.6,0.57,0.52,0.32
Sweden,Climate Watch,Energy,N2O,MtCO₂e,1.18,1.18,1.19,1.14,1.09,1.05,1.04,1.04,1.01
Uganda,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1.18,1.17,1.09,1.05,1.07,0.84,0.76,0.71,0.62
Afghanistan,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1.17,1.02,0.87,0.71,0.56,0.5,0.43,0.37,0.3
Armenia,Climate Watch,Agriculture,N2O,MtCO₂e,1.17,1.07,1.12,1.52,0.99,0.88,0.93,0.87,0.71
South Korea,Climate Watch,Electricity/Heat,N2O,MtCO₂e,1.17,1.23,1.22,1.15,1.11,1.07,1.1,1.1,1.09
Syria,Climate Watch,Bunker Fuels,CO2,MtCO₂e,1.17,1.16,1.19,1.27,1.48,1.78,1.81,1.78,2.65
El Salvador,Climate Watch,Electricity/Heat,CO2,MtCO₂e,1.16,0.89,0.98,1.66,1.71,1.71,1.68,1.59,1.56
Bosnia and Herzegovina,Climate Watch,Agriculture,N2O,MtCO₂e,1.15,1.08,1.2,1.2,1.34,1.3,1.2,1.28,1.19
Honduras,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1.15,1.13,1.23,1.43,1.32,1.76,2.11,2.18,1.98
Indonesia,Climate Watch,Electricity/Heat,N2O,MtCO₂e,1.15,1.11,0.78,0.72,0.67,0.65,0.54,0.55,0.56
Kenya,Climate Watch,Electricity/Heat,CO2,MtCO₂e,1.15,1.23,2.08,2.05,1.1,1.56,2.56,2.0,2.55
Bulgaria,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1.14,1.24,1.33,1.43,1.25,1.13,1.0,0.85,0.78
Iceland,Climate Watch,Bunker Fuels,CO2,MtCO₂e,1.14,1.49,1.33,1.08,0.81,0.62,0.56,0.62,0.61
Bulgaria,Climate Watch,Industrial Processes,CO2,MtCO₂e,1.13,1.22,1.24,1.19,1.11,0.91,0.89,0.98,0.79
