,Country,Carbon,Methane,Nitrogen,FGas
7389,Uruguay,0.0,-18.94,0.0,0.0
7390,Uzbekistan,0.0,-16.42,0.0,0.0
7391,Uzbekistan,0.0,-285.12,0.0,0.0
7392,Saint Vincent and the Grenadines,0.0,29.4,0.0,0.0
7393,Saint Vincent and the Grenadines,0.0,-59.67,0.0,0.0
7394,Venezuela,0.0,-29.24,0.0,0.0
7395,Venezuela,0.0,-49.71,0.0,0.0
7396,Vanuatu,0.0,-27.11,0.0,0.0
7397,Samoa,0.0,-12.11,0.0,0.0
7398,Yemen,0.0,-64.84,0.0,0.0
7399,Zambia,0.0,-50.46,0.0,0.0
7400,Zambia,0.0,-81.35,0.0,0.0
7401,Zimbabwe,0.0,-61.11,0.0,0.0
7402,Zimbabwe,0.0,-419.23,0.0,0.0
7403,Afghanistan,0.0,-575.22,0.0,0.0
7404,Afghanistan,0.0,-687.53,0.0,0.0
7405,Afghanistan,0.0,-710.17,0.0,0.0
7406,Afghanistan,0.0,32.2,0.0,0.0
7407,Afghanistan,0.0,32.2,0.0,0.0
7408,Afghanistan,0.0,32.2,0.0,0.0
7409,Afghanistan,0.0,32.2,0.01,0.0
7410,Afghanistan,0.0,32669.28,0.0,0.0
7411,Afghanistan,0.0,15322.81,0.0,0.0
7412,Afghanistan,0.0,9236.27,0.0,0.0
7413,Afghanistan,0.0,6363.24,0.0,0.0
7414,Afghanistan,0.0,4742.95,0.0,0.0
7415,Angola,0.0,5055.73,0.0,0.0
7416,Angola,0.0,3073.57,0.0,0.0
7417,Angola,0.0,2914.96,0.0,0.0
7418,Angola,0.0,1864.63,0.0,0.0
7419,Angola,0.0,2378.54,0.0,0.0
7420,Angola,0.0,1605.4,0.0,0.0
7421,Albania,0.0,1438.7,0.0,0.0
7422,Albania,0.0,194.15,0.0,0.0
7423,Albania,0.0,1095.8,0.0,0.0
7424,Albania,0.0,1006.04,0.0,0.0
7425,Albania,0.0,1235.97,0.0,0.0
7426,Albania,0.0,1224.98,0.0,0.0
7427,Albania,0.0,969.39,0.0,0.0
7428,Albania,0.0,795.95,0.0,0.0
7429,Albania,0.0,748.3,0.0,0.0
7430,Albania,0.0,763.65,0.0,0.0
7431,Albania,0.0,558.87,0.0,0.0
7432,Albania,0.0,601.37,0.0,0.0
7433,Andorra,0.0,423.17,0.0,0.0
7434,Andorra,0.0,574.55,0.0,0.0
7435,Andorra,0.0,549.69,0.0,0.0
7436,Andorra,0.0,469.39,0.0,0.0
7437,Andorra,0.0,660.79,0.0,0.0
7438,Andorra,0.0,474.99,0.0,0.0
7439,Andorra,0.0,434.89,0.0,0.0
7440,Andorra,0.0,432.26,0.0,0.0
7441,Andorra,0.0,458.3,0.0,0.0
7442,Andorra,0.0,460.19,0.0,0.0
7443,Andorra,0.0,261.99,0.0,0.0
7444,Andorra,0.0,377.02,0.0,0.0
7445,United Arab Emirates,0.0,285.18,0.0,0.0
7446,United Arab Emirates,0.0,378.04,0.0,0.0
7447,United Arab Emirates,0.0,345.95,0.0,0.0
7448,United Arab Emirates,0.0,449.73,0.0,0.0
7449,United Arab Emirates,0.0,337.58,0.0,0.0
7450,Argentina,0.0,331.49,0.0,0.0
7451,Armenia,0.0,292.58,0.0,0.0
7452,Armenia,0.0,292.43,0.0,0.0
7453,Armenia,0.0,133.98,0.0,0.0
7454,Armenia,0.0,264.07,0.0,0.0
7455,Armenia,0.0,223.86,0.0,0.0
7456,Armenia,0.0,228.12,0.02,0.0
7457,Armenia,0.0,237.72,0.0,0.0
7458,Armenia,0.0,369.74,0.0,0.0
7459,Armenia,0.0,168.2,0.0,0.0
7460,Armenia,0.0,245.77,0.0,0.0
7461,Armenia,0.0,214.29,0.0,0.0
7462,Antigua and Barbuda,0.0,235.16,0.0,0.0
7463,Antigua and Barbuda,0.0,193.65,0.0,0.0
7464,Antigua and Barbuda,0.0,222.64,0.0,0.0
7465,Antigua and Barbuda,0.0,213.48,0.0,0.0
7466,Antigua and Barbuda,0.0,256.98,0.0,0.0
7467,Antigua and Barbuda,0.0,187.36,0.0,0.0
7468,Antigua and Barbuda,0.0,214.85,0.0,0.0
7469,Antigua and Barbuda,0.02,201.55,0.0,0.0
7470,Antigua and Barbuda,0.0,179.0,0.0,0.0
7471,Antigua and Barbuda,0.0,134.03,0.0,0.0
7472,Antigua and Barbuda,0.0,154.39,0.0,0.0
7473,Antigua and Barbuda,0.0,134.92,0.0,0.0
7474,Antigua and Barbuda,0.0,266.87,0.0,0.0
7475,Antigua and Barbuda,0.0,178.67,0.0,0.0
7476,Antigua and Barbuda,0.0,131.73,0.0,0.0
7477,Antigua and Barbuda,0.0,44.46,0.0,0.0
7478,Antigua and Barbuda,0.0,121.0,0.0,0.0
7479,Austria,0.0,118.34,0.0,0.0
7480,Austria,0.0,78.94,0.0,0.0
7481,Austria,0.0,156.82,0.0,0.0
7482,Austria,0.0,165.0,0.0,0.0
7483,Azerbaijan,0.0,107.8,0.0,0.0
7484,Azerbaijan,0.0,87.79,0.0,0.0
7485,Azerbaijan,0.0,113.8,0.0,0.0
7486,Azerbaijan,0.0,142.2,0.0,0.0
7487,Azerbaijan,0.0,108.99,0.0,0.0
7488,Azerbaijan,0.0,88.14,0.0,0.0
7489,Azerbaijan,0.0,176.96,0.0,0.0
7490,Azerbaijan,0.0,114.96,0.0,0.0
7491,Burundi,0.0,123.0,0.0,0.0
7492,Burundi,0.0,100.35,0.0,0.0
7493,Burundi,0.0,107.96,0.0,0.0
7494,Burundi,0.0,87.31,0.0,0.0
7495,Burundi,0.0,195.92,0.0,0.0
7496,Burundi,0.0,99.82,0.0,0.0
7497,Burundi,0.0,93.8,0.0,0.0
7498,Burundi,0.0,108.24,0.0,0.0
7499,Burundi,0.0,100.26,0.0,0.0
7500,Burundi,0.0,86.32,0.0,0.0
7501,Burundi,0.0,81.91,0.0,0.0
7502,Burundi,0.0,94.05,0.0,0.0
7503,Burundi,0.0,88.87,0.0,0.0
7504,Burundi,0.0,74.31,0.0,0.0
7505,Burundi,0.0,59.85,0.0,0.0
7506,Belgium,0.0,11.32,0.0,0.0
7507,Belgium,0.0,101.58,0.0,0.0
7508,Belgium,0.0,54.63,0.0,0.0
7509,Benin,0.0,136.71,0.0,0.0
7510,Benin,0.0,56.5,0.0,0.0
7511,Benin,0.0,-110.24,0.0,0.0
7512,Benin,0.0,72.07,0.0,0.0
7513,Benin,0.0,87.47,0.0,0.0
7514,Benin,0.0,60.35,0.0,0.0
7515,Benin,0.0,60.99,0.0,0.0
7516,Benin,0.0,67.37,0.0,0.0
7517,Benin,0.0,45.99,0.0,0.0
7518,Burkina Faso,0.0,42.48,0.0,0.0
7519,Burkina Faso,0.0,64.67,0.0,0.0
7520,Burkina Faso,0.0,69.21,0.0,0.0
7521,Burkina Faso,0.0,65.1,0.0,0.0
7522,Burkina Faso,0.0,69.4,0.0,0.0
7523,Burkina Faso,0.0,76.42,0.0,0.0
7524,Burkina Faso,0.0,59.78,0.0,0.0
7525,Burkina Faso,0.0,46.48,0.0,0.0
7526,Burkina Faso,0.0,44.67,0.0,0.0
7527,Burkina Faso,0.0,51.52,0.0,0.0
7528,Burkina Faso,0.0,77.01,0.0,0.0
7529,Burkina Faso,0.0,51.96,0.0,0.0
7530,Bangladesh,0.0,64.09,0.0,0.0
7531,Bangladesh,0.0,64.86,0.0,0.0
7532,Bangladesh,0.0,57.88,0.0,0.0
7533,Bangladesh,0.0,64.83,0.0,0.0
7534,Bulgaria,0.0,64.94,0.0,0.0
7535,Bulgaria,0.0,68.85,0.0,0.0
7536,Bulgaria,0.0,65.75,0.0,0.0
7537,Bulgaria,0.0,63.52,0.0,0.0
7538,Bulgaria,0.0,46.23,0.0,0.0
7539,Bahrain,0.0,57.52,0.0,0.0
7540,Bahrain,0.0,47.99,0.0,0.0
7541,Bahrain,0.0,57.83,0.0,0.0
7542,Bahrain,0.0,33.3,0.0,0.0
7543,Bahrain,0.0,50.56,0.0,0.0
7544,Bahrain,0.0,25.11,0.0,0.0
7545,Bahrain,0.0,30.32,0.0,0.0
7546,Bahrain,0.0,45.58,0.0,0.0
7547,Bahamas,0.0,45.5,0.0,0.0
7548,Bahamas,0.0,58.75,0.0,0.0
7549,Bahamas,0.0,34.44,0.0,0.0
7550,Bahamas,0.0,42.96,0.0,0.0
7551,Bahamas,0.0,51.7,0.0,0.0
7552,Bahamas,0.0,44.55,0.0,0.0
7553,Bahamas,0.0,63.99,0.0,0.0
7554,Bahamas,0.0,43.91,0.0,0.0
7555,Bahamas,0.0,45.99,0.0,0.0
7556,Bahamas,0.0,68.17,0.01,0.0
7557,Bahamas,0.0,-17.82,0.0,0.0
7558,Bahamas,0.0,40.25,0.0,0.0
7559,Bahamas,0.0,45.7,0.0,0.0
7560,Bahamas,0.0,51.62,0.0,0.0
7561,Bosnia and Herzegovina,0.0,39.69,0.0,0.0
7562,Bosnia and Herzegovina,0.0,108.35,0.0,0.0
7563,Bosnia and Herzegovina,0.0,36.87,0.0,0.0
7564,Bosnia and Herzegovina,0.0,40.65,0.0,0.0
7565,Bosnia and Herzegovina,0.0,43.74,0.0,0.0
7566,Bosnia and Herzegovina,0.0,41.33,0.0,0.0
7567,Bosnia and Herzegovina,0.0,40.22,0.0,0.0
7568,Bosnia and Herzegovina,0.0,36.37,0.0,0.0
7569,Bosnia and Herzegovina,0.0,49.71,0.0,0.0
7570,Bosnia and Herzegovina,0.0,38.46,0.0,0.0
7571,Belarus,0.0,31.07,0.0,0.0
7572,Belarus,0.0,49.2,0.0,0.0
7573,Belarus,0.0,31.59,0.0,0.0
7574,Belize,0.0,41.01,0.0,0.0
7575,Belize,0.0,38.77,0.0,0.0
7576,Belize,0.0,33.76,0.0,0.0
7577,Belize,0.0,37.09,0.0,0.0
7578,Belize,0.0,29.1,0.0,0.0
7579,Belize,0.0,42.91,0.0,0.0
7580,Belize,0.0,41.7,0.0,0.0
7581,Belize,0.0,35.6,0.0,0.0
7582,Belize,0.0,56.92,0.0,0.0
7583,Belize,0.0,135.18,0.0,0.0
7584,Belize,0.0,38.77,0.0,0.0
7585,Bolivia,0.0,13.17,0.0,0.0
7586,Bolivia,0.0,30.22,0.0,0.0
7587,Bolivia,0.0,34.6,0.0,0.0
7588,Bolivia,0.0,33.71,0.0,0.0
7589,Bolivia,0.0,39.13,0.0,0.0
7590,Barbados,0.0,32.37,0.0,0.0
7591,Barbados,0.0,31.3,0.0,0.0
7592,Barbados,0.0,14.9,0.0,0.0
7593,Barbados,0.0,32.57,0.0,0.0
7594,Barbados,0.0,24.39,0.0,0.0
7595,Barbados,0.0,32.86,0.0,0.0
7596,Barbados,0.0,28.4,0.0,0.0
7597,Barbados,0.0,24.77,0.0,0.0
7598,Barbados,0.0,17.21,0.0,0.0
7599,Barbados,0.0,33.07,0.0,0.0
7600,Barbados,0.0,32.76,0.0,0.0
7601,Barbados,0.0,31.69,0.0,0.0
7602,Barbados,0.0,40.89,0.0,0.0
7603,Brunei,0.0,23.69,0.0,0.0
7604,Brunei,0.0,34.0,0.0,0.0
7605,Brunei,0.0,38.08,0.0,0.0
7606,Brunei,0.0,28.58,0.0,0.0
7607,Brunei,0.0,32.99,0.0,0.0
7608,Brunei,0.0,65.57,0.0,0.0
7609,Brunei,0.0,31.79,0.0,0.0
7610,Brunei,0.0,64.92,0.0,0.0
7611,Brunei,0.0,19.09,0.0,0.0
7612,Brunei,0.0,39.09,0.0,0.0
7613,Brunei,0.0,41.5,0.01,0.0
7614,Bhutan,0.0,69.89,0.0,0.0
7615,Bhutan,0.0,32.18,0.0,0.0
7616,Bhutan,0.0,24.89,0.0,0.0
7617,Bhutan,0.0,26.62,0.0,0.0
7618,Bhutan,0.0,22.98,0.0,0.0
7619,Bhutan,0.0,17.05,0.0,0.0
7620,Bhutan,0.0,25.05,0.0,0.0
7621,Bhutan,0.0,23.61,0.0,0.0
7622,Bhutan,0.0,20.62,0.0,0.0
7623,Bhutan,0.0,20.71,0.0,0.0
7624,Bhutan,0.0,24.08,0.0,0.0
7625,Bhutan,0.0,26.81,0.0,0.0
7626,Bhutan,0.0,27.95,0.0,0.0
7627,Bhutan,0.0,19.64,0.0,0.0
7628,Bhutan,0.0,29.31,0.0,0.0
7629,Botswana,0.0,25.05,0.0,0.0
7630,Botswana,0.0,10.82,0.0,0.0
7631,Botswana,0.0,23.18,0.0,0.0
7632,Botswana,0.0,28.22,0.0,0.0
7633,Botswana,0.0,21.77,0.0,0.0
7634,Botswana,0.0,27.6,0.0,0.0
7635,Botswana,0.0,5.87,0.0,0.0
7636,Botswana,0.0,23.01,0.0,0.0
7637,Botswana,0.0,23.28,0.0,0.0
7638,Botswana,0.0,25.9,0.0,0.0
7639,Botswana,0.0,25.4,0.0,0.0
7640,Central African Republic,0.0,22.34,0.0,0.0
7641,Central African Republic,0.0,13.74,0.0,0.0
7642,Central African Republic,0.0,18.29,0.0,0.0
7643,Central African Republic,0.0,26.56,0.0,0.0
7644,Central African Republic,0.0,21.97,0.0,0.0
7645,Central African Republic,0.0,16.61,0.0,0.0
7646,Central African Republic,0.0,26.65,0.0,0.0
7647,Central African Republic,0.0,21.52,0.0,0.0
7648,Central African Republic,0.0,17.54,0.0,0.0
7649,Central African Republic,0.0,24.83,0.0,0.0
7650,Central African Republic,0.0,17.44,0.0,0.0
7651,Central African Republic,0.0,21.51,0.0,0.0
7652,Central African Republic,0.0,21.12,0.0,0.0
7653,Central African Republic,0.0,16.02,0.0,0.0
7654,Canada,0.0,27.28,0.0,0.0
7655,Switzerland,0.0,18.69,0.0,0.0
7656,Switzerland,0.0,12.13,0.0,0.0
7657,Switzerland,0.0,20.21,0.0,0.0
7658,Switzerland,0.0,10.99,0.0,0.0
7659,Chile,0.0,18.91,0.0,0.0
7660,Chile,0.0,12.78,0.0,0.0
7661,Chile,0.0,13.84,0.0,0.0
7662,China,0.0,21.17,0.0,0.0
7663,China,0.0,14.13,0.0,0.0
7664,Côte d'Ivoire,0.0,13.88,0.0,0.0
7665,Côte d'Ivoire,0.0,26.08,0.0,0.0
7666,Côte d'Ivoire,0.0,19.02,0.0,0.0
7667,Côte d'Ivoire,0.0,15.89,0.0,0.0
7668,Côte d'Ivoire,0.0,17.84,0.0,0.0
7669,Côte d'Ivoire,0.0,13.86,0.0,0.0
7670,Côte d'Ivoire,0.0,11.85,0.0,0.0
7671,Côte d'Ivoire,0.0,12.89,0.0,0.0
7672,Côte d'Ivoire,0.0,17.35,0.0,0.0
7673,Côte d'Ivoire,0.0,3.34,0.0,0.0
7674,Côte d'Ivoire,0.0,21.9,0.0,0.0
7675,Cameroon,0.0,6.89,0.0,0.0
7676,Cameroon,0.0,15.83,0.0,0.0
7677,Cameroon,0.0,18.79,0.0,0.0
7678,Cameroon,0.0,12.03,0.0,0.0
7679,Cameroon,0.0,12.22,0.0,0.0
7680,Cameroon,0.0,15.87,0.0,0.0
7681,Cameroon,0.0,18.04,0.0,0.0
7682,Cameroon,0.0,14.93,0.0,0.0
7683,Democratic Republic of the Congo,0.0,14.68,0.0,0.0
7684,Democratic Republic of the Congo,0.0,11.62,0.0,0.0
7685,Democratic Republic of the Congo,0.0,8.33,0.0,0.0
7686,Democratic Republic of the Congo,0.0,6.34,0.0,0.0
7687,Democratic Republic of the Congo,0.0,11.96,0.0,0.0
7688,Democratic Republic of the Congo,0.0,13.15,0.0,0.0
7689,Democratic Republic of the Congo,0.0,13.85,0.0,0.0
7690,Democratic Republic of the Congo,0.0,12.85,0.0,0.0
7691,Republic of Congo,0.0,16.08,0.0,0.0
7692,Republic of Congo,0.0,13.65,0.0,0.0
7693,Republic of Congo,0.0,15.61,0.0,0.0
7694,Republic of Congo,0.0,13.19,0.0,0.0
7695,Republic of Congo,0.0,16.73,0.0,0.0
7696,Republic of Congo,0.0,0.0,0.0,0.0
7697,Republic of Congo,0.0,13.97,0.0,0.0
7698,Republic of Congo,0.0,10.44,0.0,0.0
7699,Republic of Congo,0.0,11.71,0.0,0.0
7700,Cook Islands,0.0,10.01,0.0,0.0
7701,Cook Islands,0.0,15.25,0.0,0.0
7702,Cook Islands,0.0,11.13,0.0,0.0
7703,Cook Islands,0.0,13.44,0.0,0.0
7704,Cook Islands,0.0,12.5,0.0,0.0
7705,Cook Islands,0.0,14.16,0.0,0.0
7706,Cook Islands,0.0,13.47,0.0,0.0
7707,Cook Islands,0.0,0.26,0.0,0.0
7708,Cook Islands,0.0,12.95,0.0,0.0
7709,Cook Islands,0.0,12.37,0.0,0.0
7710,Cook Islands,0.0,5.23,0.0,0.0
7711,Cook Islands,0.0,3.32,0.0,0.0
7712,Cook Islands,0.0,9.33,0.0,0.0
7713,Cook Islands,0.0,14.93,0.0,0.0
7714,Cook Islands,0.0,11.14,0.0,0.0
7715,Cook Islands,0.0,9.37,0.0,0.0
7716,Colombia,0.0,9.19,0.0,0.0
7717,Colombia,0.0,11.76,0.0,0.0
7718,Comoros,0.0,8.85,0.0,0.0
7719,Comoros,0.0,12.28,0.0,0.0
7720,Comoros,0.0,14.54,0.0,0.0
7721,Comoros,0.0,14.62,0.0,0.0
7722,Comoros,0.0,10.87,0.0,0.0
7723,Comoros,0.0,11.82,0.0,0.0
7724,Comoros,0.0,12.2,0.0,0.0
7725,Comoros,0.0,8.69,0.0,0.0
7726,Comoros,0.0,7.3,0.0,0.0
7727,Comoros,0.0,10.71,0.0,0.0
7728,Comoros,0.0,9.89,0.0,0.0
7729,Comoros,0.0,10.56,0.0,0.0
7730,Comoros,0.0,10.65,0.0,0.0
7731,Comoros,0.0,9.41,0.0,0.0
7732,Comoros,0.0,26.68,0.0,0.0
7733,Comoros,0.0,10.1,0.0,0.0
7734,Cape Verde,0.0,4.94,0.0,0.0
7735,Cape Verde,3418.06,7.72,2237.84,0.0
7736,Cape Verde,3263.03,4.08,353.89,0.0
7737,Cape Verde,2939.27,12.65,280.68,0.0
7738,Cape Verde,677.93,18.92,228.75,0.0
7739,Cape Verde,617.23,9.25,212.05,0.0
7740,Cape Verde,441.46,32.72,179.37,0.0
7741,Cape Verde,437.91,8.65,175.52,0.0
7742,Cape Verde,487.66,8.68,161.68,0.0
7743,Cape Verde,348.54,11.61,97.7,0.0
7744,Cape Verde,326.79,8.25,78.97,0.0
7745,Cape Verde,333.34,7.22,77.84,0.0
7746,Cape Verde,337.91,8.72,57.54,0.0
7747,Cape Verde,217.56,11.56,50.32,0.0
7748,Cape Verde,191.45,9.78,55.73,0.0
7749,Cape Verde,199.14,7.47,70.38,0.0
7750,Costa Rica,150.34,7.64,53.18,0.0
7751,Costa Rica,148.44,8.67,54.83,0.0
7752,Costa Rica,116.59,6.57,41.18,0.0
7753,Costa Rica,85.55,3.97,42.72,0.0
7754,Costa Rica,85.29,5.47,40.5,0.0
7755,Costa Rica,120.9,8.67,32.99,0.0
7756,Cuba,89.04,19.07,33.5,0.0
7757,Cuba,82.06,5.99,33.13,0.0
7758,Cuba,81.73,6.88,27.48,0.0
7759,Cuba,153.96,7.0,25.09,0.0
7760,Cuba,153.34,6.7,26.8,0.0
7761,Cyprus,76.42,2.6,26.98,0.0
7762,Cyprus,75.32,8.69,29.95,0.0
7763,Cyprus,70.98,8.17,25.43,0.0
7764,Cyprus,68.38,7.79,27.76,0.0
7765,Cyprus,68.24,7.04,19.59,0.0
7766,Cyprus,69.55,7.86,21.09,0.0
7767,Cyprus,69.28,8.88,20.59,0.0
7768,Cyprus,89.67,5.08,23.33,0.0
7769,Cyprus,63.79,4.1,19.79,0.0
7770,Czech Republic,57.43,9.58,21.76,0.0
7771,Czech Republic,59.21,5.87,18.65,0.0
7772,Czech Republic,56.9,8.76,19.43,0.0
7773,Czech Republic,31.43,5.24,17.78,0.0
7774,Germany,31.21,3.01,17.82,0.0
7775,Germany,50.57,7.21,21.74,0.0
7776,Germany,47.74,7.02,16.26,0.0
7777,Djibouti,57.06,4.87,16.88,0.0
7778,Djibouti,52.06,5.99,16.73,0.0
7779,Djibouti,42.73,6.48,17.7,0.0
7780,Djibouti,54.35,5.42,15.35,0.0
7781,Djibouti,46.13,5.97,16.31,0.0
7782,Djibouti,49.88,8.27,14.74,0.0
7783,Djibouti,36.07,6.11,14.32,0.0
7784,Djibouti,52.58,4.46,14.29,0.0
7785,Djibouti,49.83,7.42,11.3,0.0
7786,Djibouti,44.43,11.03,15.12,0.0
7787,Djibouti,46.24,6.91,12.03,0.0
7788,Djibouti,39.38,5.45,11.3,0.0
7789,Djibouti,36.19,7.21,13.09,0.0
7790,Djibouti,34.96,-54.65,10.8,0.0
7791,Djibouti,42.94,7.48,12.3,0.0
7792,Dominica,40.44,5.23,12.25,0.0
7793,Dominica,40.55,5.64,9.36,0.0
7794,Dominica,37.4,7.06,11.77,0.0
7795,Dominica,34.42,3.7,9.65,0.0
7796,Dominica,26.14,6.29,10.3,0.0
7797,Dominica,39.56,10.04,8.75,0.0
7798,Dominica,34.57,6.44,11.35,0.0
7799,Dominica,24.89,6.78,1.12,0.0
7800,Dominica,24.11,5.68,9.07,0.0
7801,Dominica,36.15,4.15,9.73,0.0
7802,Dominica,25.11,7.02,10.44,0.0
7803,Dominica,28.84,6.16,11.32,0.0
7804,Dominica,27.69,5.95,9.42,0.0
7805,Dominica,25.68,4.66,7.71,0.0
7806,Dominica,27.35,14.92,8.6,0.0
7807,Dominica,24.77,7.27,7.65,0.0
7808,Denmark,28.25,3.68,9.41,0.0
7809,Denmark,29.05,5.51,8.77,0.0
7810,Denmark,20.72,5.24,7.95,0.0
7811,Dominican Republic,23.02,3.53,8.38,0.0
7812,Dominican Republic,27.81,4.33,8.04,0.0
7813,Dominican Republic,20.45,3.44,6.73,0.0
7814,Dominican Republic,24.81,4.63,7.65,0.0
7815,Dominican Republic,20.1,6.07,8.18,0.0
7816,Dominican Republic,25.57,5.9,7.9,0.0
7817,Algeria,18.64,5.38,7.31,0.0
7818,Ecuador,20.35,1.94,6.73,0.0
7819,Ecuador,22.35,4.45,10.6,0.0
7820,Ecuador,22.06,3.33,7.79,0.0
7821,Ecuador,19.61,4.73,6.1,0.0
7822,Egypt,21.91,9.18,6.21,0.0
7823,Egypt,17.47,4.92,7.41,0.0
7824,Egypt,21.97,4.79,7.02,0.0
7825,Egypt,20.39,5.47,6.06,0.0
7826,Eritrea,18.84,2.88,5.45,0.0
7827,Eritrea,16.04,5.72,6.31,0.0
7828,Eritrea,19.35,3.81,6.39,0.0
7829,Eritrea,17.73,3.58,5.36,0.0
7830,Eritrea,19.66,4.42,8.9,0.0
7831,Eritrea,19.56,4.79,6.42,0.0
7832,Eritrea,19.56,2.91,5.48,0.0
7833,Eritrea,17.61,4.22,5.76,0.0
7834,Eritrea,16.01,8.46,5.12,0.0
7835,Eritrea,17.06,5.46,6.0,0.0
7836,Eritrea,15.87,5.21,5.47,0.0
7837,Eritrea,15.22,2.59,0.39,0.0
7838,Estonia,14.25,4.96,5.47,0.0
7839,Estonia,16.84,0.72,5.27,0.0
7840,Estonia,12.53,5.56,2.55,0.0
7841,Estonia,15.99,3.3,4.52,0.0
7842,Estonia,16.0,3.98,4.74,0.0
7843,Estonia,17.11,5.63,3.97,0.0
7844,Estonia,16.22,4.93,4.63,0.0
7845,Estonia,16.62,3.28,4.44,0.0
7846,Ethiopia,15.83,5.8,5.65,0.0
7847,Ethiopia,16.95,2.26,4.3,0.0
7848,Ethiopia,14.18,6.12,4.74,0.0
7849,Ethiopia,15.01,4.03,3.21,0.0
7850,Ethiopia,14.64,4.4,4.34,0.0
7851,Ethiopia,12.86,3.88,4.58,0.0
7852,Ethiopia,11.9,4.47,3.62,0.0
7853,Finland,15.23,4.78,4.22,0.0
7854,Finland,14.41,4.26,3.82,0.0
7855,Finland,14.53,4.28,3.96,0.0
7856,Finland,17.09,3.82,3.64,0.0
7857,Finland,12.84,4.58,3.63,0.0
7858,Fiji,12.33,2.32,3.78,0.0
7859,Fiji,12.82,2.02,3.35,0.0
7860,Fiji,11.51,3.4,3.69,0.0
7861,Fiji,12.07,2.22,3.39,0.0
7862,Fiji,10.1,3.67,3.66,0.0
7863,Fiji,12.75,2.84,3.35,0.0
7864,Fiji,12.13,3.27,3.55,0.0
7865,Fiji,12.56,3.83,3.29,0.0
7866,Fiji,10.16,6.31,3.25,0.0
7867,Fiji,11.3,2.18,3.55,0.0
7868,Fiji,11.57,2.59,3.67,0.0
7869,Fiji,11.48,5.18,2.95,0.0
7870,Fiji,11.21,3.18,3.11,0.0
7871,Fiji,11.08,3.83,3.43,0.0
7872,Micronesia,12.73,2.7,5.94,0.0
7873,Micronesia,8.87,3.61,3.61,0.0
7874,Micronesia,8.74,3.61,3.02,0.0
7875,Micronesia,11.92,3.51,3.52,0.0
7876,Micronesia,9.62,3.03,3.29,0.0
7877,Micronesia,1.03,2.32,2.45,0.0
7878,Micronesia,9.14,3.78,3.26,0.0
7879,Micronesia,9.09,1.75,2.61,0.0
7880,Micronesia,9.38,1.92,2.86,0.0
7881,Micronesia,9.34,3.45,3.07,0.0
7882,Micronesia,10.41,2.3,3.12,0.0
7883,Micronesia,8.36,2.11,2.77,0.0
7884,Micronesia,9.78,2.87,2.78,0.0
7885,Micronesia,9.28,4.18,3.42,0.0
7886,Micronesia,9.16,-1.41,2.64,0.0
7887,Micronesia,7.6,2.99,3.15,0.0
7888,Gabon,8.86,1.14,2.82,0.0
7889,Gabon,8.23,3.64,2.84,0.0
7890,Gabon,7.35,2.81,2.87,0.0
7891,Gabon,8.14,4.04,2.52,0.0
7892,Gabon,7.24,3.35,2.91,0.0
7893,Gabon,7.24,0.51,1.96,0.0
7894,United Kingdom,7.19,4.16,2.6,0.0
7895,United Kingdom,8.16,1.61,2.65,0.0
7896,Georgia,7.11,3.2,2.36,0.0
7897,Georgia,5.26,7.71,2.18,0.0
7898,Georgia,6.16,7.82,2.26,0.0
7899,Georgia,7.01,2.81,2.35,0.0
7900,Georgia,7.08,2.61,2.13,0.0
7901,Georgia,7.66,1.35,2.89,0.0
7902,Georgia,6.88,2.05,2.08,0.0
7903,Georgia,8.05,2.7,1.71,0.0
7904,Ghana,6.45,2.96,1.7,0.0
7905,Ghana,6.94,2.85,2.37,0.0
7906,Ghana,7.46,3.17,1.8,0.0
7907,Ghana,4.9,3.64,1.78,0.0
7908,Ghana,6.12,3.26,2.0,0.0
7909,Guinea,5.9,5.34,1.68,0.0
7910,Guinea,5.82,1.58,1.75,0.0
7911,Guinea,5.62,3.01,1.74,0.0
7912,Guinea,6.02,2.19,1.66,0.0
7913,Guinea,6.11,2.59,1.84,0.0
7914,Guinea,5.7,2.0,1.73,0.0
7915,Guinea,6.81,1.7,1.91,0.0
7916,Guinea,6.22,2.81,1.65,0.0
7917,Guinea,6.02,2.54,1.7,0.0
7918,Guinea,6.96,8.37,1.7,0.0
7919,Guinea,6.93,2.63,1.54,0.0
7920,Guinea,7.24,2.99,1.73,0.0
7921,Guinea,7.08,1.59,1.4,0.0
7922,Gambia,5.33,3.47,1.57,0.0
7923,Gambia,7.93,1.98,1.4,0.0
7924,Gambia,7.91,2.02,1.35,0.0
7925,Gambia,4.92,2.24,2.29,0.0
7926,Gambia,4.67,2.52,2.3,0.0
7927,Gambia,4.67,2.55,1.43,0.0
7928,Gambia,6.03,3.48,1.09,0.0
7929,Gambia,5.43,2.44,1.41,0.0
7930,Gambia,4.68,2.27,1.44,0.0
7931,Gambia,0.35,2.25,2.39,0.0
7932,Gambia,4.28,3.23,1.27,0.0
7933,Gambia,5.3,3.79,2.23,0.0
7934,Gambia,4.6,2.21,1.36,0.0
7935,Gambia,4.62,1.7,1.36,0.0
7936,Gambia,5.23,2.56,1.2,0.0
7937,Guinea-Bissau,2.35,2.43,1.23,0.0
7938,Guinea-Bissau,4.59,2.54,1.43,0.0
7939,Guinea-Bissau,4.4,2.35,1.21,0.0
